,Clave,Lon,Lat,Edo,Ciudad,Tmin,Tmed,Tmax,Lluvias,Edo2
480,GVHDR,-104.75,23.96,DGO,Guadalupe Victoria Dgo.,4.629032258,12.23387097,19.83870968,0.5,DGO
481,LGVGJ,-100.87,20.38,GTO,Presa la Gavia Gto.,4.548387097,14.91935484,25.29032258,9,GTO
482,TTLMX,-99.28,19.45,MEX,Totolica hidrométricas Méx.,7.483870968,15.59677419,23.70967742,8,MEX
483,SADMX,-98.91,19.53,MEX,San Andrés Méx.,4.483870968,13.43548387,22.38709677,12.32,MEX
484,ATEMX,-98.91,19.54,MEX,Atenco Méx.,1.741935484,12.33870968,22.93548387,16.01,MEX
485,CARNL,-99.44,24.98,NL,Carmen de los Elizondo Linares N.L.,7.142857143,15.05357143,22.96428571,17.22,NL
486,SCIOX,-96.55,17.27,OAX,Ixtepeji Oax.,6.935483871,15.66129032,24.38709677,0,OAX
487,RNAPB,-97.4,20.12,PUE,Rancho Nuevo Pue.,16,19.93103448,23.86206897,36.2,PUE
488,SN2SI,-107.16,24.81,SIN,Sanalona hidrométrica Sin.,7.451612903,19.4516129,31.4516129,0.11,SIN
489,GD2SI,-107.91,25.86,SIN,Bacurato hidrométrica de Gustavo Diaz Ordáz Sin.,11.32258065,20.33870968,29.35483871,0.02,SIN
490,GB2SI,-108.32,26.08,SIN,El Sabinal hidrométrica Sin.,12.35483871,19.87096774,27.38709677,14.02,SIN
491,ABAYC,-89.68,20.65,YUC,Abalá Yuc.,11.62903226,19.50806452,27.38709677,50,YUC
492,MOCYC,-89.44,21.11,YUC,Mocochá Yuc.,14.12903226,21.46774194,28.80645161,28.9,YUC
493,STEZC,-103.5,22.33,ZAC,Santa Teresa Zac.,5.112903226,13.66935484,22.22580645,6,ZAC
494,TMOVC,-94.16,17.57,VER,Tierra Morada Ver.,18.05357143,22.24107143,26.42857143,178.5,VER
495,SILTEPEC,-92.32,15.56,CHIS,Siltepec Chis. SGT*,15.16428571,20.7375,26.31071429,59.4,CHIS
496,CRRVC,-96.65,19.32,VER,Carrizal Ver.,16.98387097,21.97580645,26.96774194,13.56,VER
497,BACCH,-107.26,28.77,CHIH,Bachíniva Chih.,-1.548387097,7.629032258,16.80645161,13,CHIH
498,BCSJL,-103.73,22.4,JAL,Bocas Jal.,2.5,14.83870968,27.17741935,3.1,JAL
499,CHDMX,-99.47,18.8,MEX,Colonia Hidalgo Mex.,16.09677419,22.96774194,29.83870968,0,MEX
500,PDZMX,-99.73,18.93,MEX,Porfirio Díaz Méx.,5.677419355,13.53225806,21.38709677,0,MEX
501,RECMX,-99.65,19.3,MEX,Rectoría Méx.,6.806451613,12.38870968,17.97096774,2.62,MEX
502,SMLMX,-99.8,19.63,MEX,Santa María del Llano Méx.,-2.290322581,11.16129032,24.61290323,6.01,MEX
503,ZACOX,-95.93,17.15,OAX,Zacatepec Oax.,13.04166667,16.69791667,20.35416667,58.82,OAX
504,NLTVC,-95.52,18.63,VER,Naranjal Lerdo de Tejada Ver.,17.84615385,22.26923077,26.69230769,43.92,VER
505,CONYC,-89.5,21.08,YUC,Conkal Yuc.,13.61290323,20.87096774,28.12903226,35.2,YUC
